start	end	text
2696560	2696640	Mhm.
2697280	2698560	Og veldig British.
2698940	2699700	British, ja.
2700380	2700380	
2700380	2700420	Mhm.
2700680	2704020	Vi hadde Sports Day der, det, det var også.
2704420	2706620	Var det mye te og sånn?
2706960	2707180	Ja.
2707660	2709700	Te og biscuits og sånn British.
2709700	2710720	Ja, det tror jeg det var.
2711080	2711340	Ja.
2711900	2712480	Det var det.
2712740	2712820	Mhm.
2714060	2720060	Og så var vi med i Intrestika når hun skulle handle, og da hadde hun sine butikker hun gikk i.
2720320	2720380	Mhm.
2722140	2723480	Stort sett drevet indre.
2724000	2724220	Ja.
2725820	2726700	Spesielt skredderne.
2727240	2728020	Var indisker.
2728240	2728520	Ja.
2728780	2728880	Ja.
2729200	2732560	Veldig mye, mestparten hans folk av der var indre.
2732860	2733400	Ja, hvem folk?
2734560	2735000	Handelsfolk.
2735120	2735640	Ja, ja, ja.
2735780	2736320	Jeg skjønner.
2736320	2736320	
2736400	2741200	Og, og, og, og da kjøpte vi engelsk sjokolade.
2741880	2744640	Det var veldig digg da.
2744860	2744940	Mhm.
2745740	2751060	Og vi var inne og gikk noen trange gater da, så hadde hun en skredder som hun skulle til.
2751200	2752180	Det var i Nairobi eller?
2752280	2752900	Nei, i Thika.
2753060	2753300	Åja.
2753640	2753640	
2753640	2757260	Så det står i det her dagboka, We went to Thika did shopping.
2757480	2757580	Ja.
2757700	2758520	Did the big shop.
2758880	2759000	Ja.
2759940	2761540	Gjorde hun sikkert mens hun var på skolen.
2761860	2761880	Ja.
2761880	2761920	Ja.
2763380	2763900	Ja.
2763900	2776860	Så, det var det, og så var det, ja, det kjente jeg også igjen, jeg leste litt i går.
2777940	2783600	Så skriver hun, ja, went to Blue Post for a swim.
2783600	2784020	Mhm.
2784500	2790640	Og det husker jeg nå, og den tror jeg eksisterer enda, noe som heter Blue Post Hotel i Thika.
2790980	2791020	Mhm.
2791600	2794600	Der hadde de et svært, en svært badbassent.
2795400	2795400	
2796640	2799440	Hvor vi gikk, og der lærte jeg å svømme.
2799880	2800040	Mhm.
2801960	2802120	Mhm.
2802160	2810400	For det står det også, og det må jo være rett opp, tett opp til før vi skulle dra, i quite, doing quite well with swimming, står det.
2810400	2810620	Mhm.
2811540	2817280	Og det ble da, da hadde de forskjellige tider med hvem som kunne være der.
2817580	2817700	Mhm.
2817940	2820140	Fra da til da kunne europeene gå der.
2820920	2820980	Mhm.
2820980	2823580	Og så, men så kunne sikene gå der.
2823860	2824040	Mhm.
2824760	2827460	Og det var jo så fascinert over de her sikene.
2828040	2833240	Når de skulle bade, så tok de av seg den her tullbanen, og så syntes vi de var så vittige med den tutten.
2833480	2833480	
2835040	2836520	Men aldri noen andre.
2836820	2836920	Ja.
2837400	2841000	Og der var vi sammen med andre som hun gjorde avtale med, eller bare oss.
2841220	2841220	
2842120	2844040	Så, du vet, hun var jo mye alene med oss da.
2844640	2844640	
2844640	2844780	Sånn.
2845560	2849480	Så det var liksom plutselig noe som datt ned i hodet med.
2849800	2849900	Mhm.
2850580	2856480	Hun mistfører jeg tilbake til hod. Vi hadde egen, hun laget små teaterforstillinger med oss.
2856760	2856940	Mhm.
2858220	2860000	Hvor jeg hadde en hovedrolle en gang.
2860000	2861700	Ja, hun var jo ikke noe av det med filmer.
2861980	2862440	Det tror jeg.
2862560	2862720	Jo, jo.
2863640	2864780	Venke blant annet.
2864900	2864980	Mhm.
2865240	2866820	Og jeg hadde en hovedrolle.
2866980	2869540	Da sydde hun hele kostymen.
2870080	2871220	På den der...
2871220	2872600	Hun lærte jo den syingen.
2873000	2874480	Nei, hun gikk etter mønster.
2874960	2876660	Ja, men hun lærte jo å sy...
2876660	2878080	Det lærte hun på skolen.
2878080	2878740	Må ha gjort det.
2878780	2879380	Ja, sikkert.
2879380	2879660	Ja.
2879760	2882700	Nå satt hun kveldene, husker hun satt hun kveldene med den symaskinen.
2882720	2883360	Hun likte det, da.
2883680	2883960	Ja.
2884240	2884300	Mhm.
2885240	2889120	Og så håndmalte hun alle programmene.
2890580	2892600	Og nå har hun egne programmer, vet du ikke mer.
2893120	2893960	Hva mener du med program?
2894200	2896960	Altså, det du får ved teatret når du...
2896960	2897320	Er det sånn, ja?
2897480	2897640	Ja.
2898420	2898720	Wow.
2899840	2900700	Det håndmalte hun.
2900980	2901060	Ja.
2902880	2904680	Hvordan humør var hun i, liksom?
2904840	2905840	Ja, det var litt opp og ned.
2906080	2906220	Ja.
2906680	2909720	Hun kunne være ganske sur.
2910020	2910180	Mhm.
2911860	2914460	Spesielt hvis hun skulle holde på med noe, og skulle ikke bli forstyrret.
2914720	2915020	Ja, jeg skjønner.
2915500	2919020	Og liksom sånn, det står i den der, children be in a nuisance.
2919840	2920460	Ja, jeg gjør det.
2921300	2922320	Det var det, sikkert.
2922420	2923880	Children behave quite well.
2924140	2924220	Mhm.
2924420	2927260	Altså, det er sånne kommentarer, ikke sant, som hun har da.
2927620	2927720	Mhm.
2928640	2929200	Så det var...
2929200	2932220	Men kan du huske noen tulling, eller noen sånn...
2932980	2934540	Eller var jo...
2935860	2937820	Hun hadde jo 20 år da, som...
2937820	2941860	Ja, men den oppdata du ikke før du ble voksen.
2942020	2942440	Ja, jeg skjønner.
2942840	2942860	Mhm.
2943920	2945580	Var du liksom streng, eller...?
2946360	2946760	Relativt.
2946960	2947120	Mhm.
2947600	2948000	Relativt.
2948200	2948280	Mhm.
2949020	2950860	Men Chris har jo bare godminner om hun.
2951060	2951380	Ja, ja.
2961700	2962500	Ja, ja.
2962500	2964520	Og så var vi da på...
2964520	2965740	The races.
2966800	2967640	Vet du hva jeg mener med det?
2967960	2968400	Horse?
2968680	2968900	Ja.
2969380	2970160	Horse racing.
2971360	2972780	Det, synes hun var stans.
2972780	2973500	Ja, det var klart.
2974340	2975480	Og da kunne hun jo...
2975480	2976500	Hun likte jo å gamle.
2977280	2977400	Mhm.
2979120	2982340	Hun spilte jo på fotball allerede da.
2982820	2982900	Ja.
2982900	2984020	Og det står det også i dag.
2984240	2985480	Did not win much.
2985480	2985480	
2987080	2987280	Mhm.
2987280	2988500	Men det var jo veldig...
2988500	2988640	Fotball?
2988900	2990100	Ja, må jo ha gjort det.
2990380	2992180	Engelske fotballresultater i England.
2994020	2995400	Det må jo ha vært noe sånt.
2995640	2996440	Did the pools.
2996980	2997860	The pools, ja.
2998040	2998780	Kalte det for det.
2999620	2999800	Ja.
3000240	3000240	
3001100	3001940	De gamblet på...
3001940	3003080	De spilte på et eller annet.
3003180	3003680	Ja, jeg skjønner.
3004140	3004260	Ja.
3005780	3006140	Og...
3006620	3008720	Men i hvert fall så når vi skulle på the races,
3008880	3010020	så det var veldig stasik.
3010100	3011180	Det gledet oss veldig til.
3011420	3012940	Og da var det å kjøre i den bilen.
3013820	3017840	Og hun var dressa opp i flott sånn 50-tallskjole.
3018240	3018880	Og hatt.
3019580	3020880	Hun brukte hatt.
3021160	3021180	Ja.
3021400	3022600	Likte ikke å gå med hatt.
3022840	3022860	Ja.
3023460	3025000	Og Venk og jeg i kjoler.
3025360	3025480	Ja.
3025480	3027940	Og så gikk vi og kikket på de hestene.
3029140	3029940	Før de skulle løpe.
3030840	3030900	Mhm.
3031100	3032600	Og så skulle hun bette på dem.
3032920	3032920	
3033260	3034120	Og min far.
3034380	3036200	Men hun hadde jo peiling på hest da.
3036460	3037400	Hun elsket jo...
3037400	3037580	Ja.
3037920	3039480	Hun likte jo veldig godt å rige det husker jeg.
3039540	3040100	Ja, ja, ja.
3040100	3041660	Men så så jo hvordan de lå an.
3043060	3045760	Og så møtte vi Oliver.
3046100	3049560	Altså bestfar der noen ganger.
3049700	3054360	Og han hadde sånn egen important bås som han så.
3054540	3054800	VIP.
3055300	3056800	Ja, VIP bås man.
3057140	3058920	Så det var veldig stas.
3059120	3061500	Hvis hun fikk lov, det var da hun hadde på seg hatten,
3061540	3063100	fikk lov å gå med han inn der.
3063100	3066860	Og da måtte vi stå og vente på utsiden sammen med Jakob.
3067420	3067420	
3067540	3068860	Hvorfor fikk jeg ikke del opp det?
3068860	3070020	Nei, jeg er dumt.
3070980	3073900	Men det som jeg husker, Venk, jeg husker jo dette båt da.
3074080	3075000	For at det...
3076920	3079300	Det er bare mobilen.
3079940	3080380	Det...
3080380	3081220	Eller var det den?
3082060	3085020	I hvert fall så husker jeg de her damene, vet du.
3085020	3088040	Det var jo sånn 50-tals stil.
3088220	3092900	Og de hadde noen hattepasser som var sånn her nylomflaff.
3093680	3095900	Og de kalte Venk for Mimi.
3096440	3096640	Ok.
3096960	3100000	Så jeg synes jeg var så flau over henne hver gang hun så sånn en dame.
3100260	3100740	Så...
3100740	3101360	Mimi!
3101640	3102320	Sa hun!
3102680	3104420	Det synes hun var...
3105020	3109100	Men så pleide vi noen ganger så å peke ut at vi tror den hesten vinner.
3109220	3110980	For det var den vi syntes var finest da.
3111640	3112120	Eller...
3112120	3112260	Ja.
3114000	3114880	Og så...
3115660	3119820	Ble jeg jo så irritert hvis en av de vi hadde sett ut hadde vunnet.
3120440	3120880	Ja.
3121860	3123120	Så du vet jo hos Noah.
3123260	3124180	Ja, vi...
3124180	3126720	Åh, herlighet og irritert hun var.
3127100	3127100	
3127740	3129060	Hvorfor ikke hun hadde tatt den?
3129540	3130480	Ja, selvfølgelig.
3130920	3130960	Ja.
3131580	3133880	Og så hadde vi piknik på utsida av bilen.
3134240	3135900	Og det gleder jeg meg alltid til.
3136100	3139960	For da kokte hun hardkokte egg og hadde det som synes jeg var så våt.
3140040	3140920	Det liker jo egg ennå.
3140920	3141180	Mm.
3142140	3142660	Mm.
3142660	3144720	På brødskiva eller sandwichen da.
3144860	3145000	Mm.
3145620	3149140	Så det var også en ting som var veldig koselig.
3149380	3149500	Mm.
3149920	3154300	Så har vi en ting til her, og det er feriene.
3154720	3154860	Ja.
3154860	3155900	Melindi.
3156040	3156440	Kult.
3158100	3159500	Mm.
3160220	3164380	jeg husker det må ha vært en par-tre ganger som jeg kan huske.
3164380	3165040	det.
3165040	3166840	Og da ble vi satt på fly.
3167600	3169640	og fløy da ned til kysten.
3169920	3170320	Mm.
3170320	3171840	Hvor lang tid det tok, det vet ikke jeg.
3171940	3172960	Det var et propellfly.
3173240	3173400	Mm.
3173740	3175140	Og vi spydde som gliser.
3175300	3176020	Åja, sånn på det.
3176480	3177560	Det kan jeg huske.
3177860	3177980	Mm.
3177980	3179180	Det var bumpy.
3179180	3181820	Så det var det de der da, venter med linje der.
3182020	3183060	Det har ikke funnet.
3183200	3183520	Nei.
3183800	3184540	Det kan være.
3189100	3189520	Mm.
3189520	3191520	sikkert sammen med noen andre, med oss.
3191700	3193300	Og så kom Jakob etter.
3193560	3193640	Mm.
3193880	3196680	For han kunne ikke ta seg så lenge til.
3196880	3196900	Nei.
3197380	3201200	Da bodde vi i en bungalow på, der har vi jo vært der.
3201200	3201760	Ja, vi har jo vært der.
3203080	3203960	På beachen.
3204240	3204320	Mm.
3205200	3209140	Og vi husker de jære rosa krabbene.
3209820	3210260	Mm.
3210420	3215700	Og de der, det var vi så fascinert over, som kom opp av holdene og løp bortover.
3216340	3218660	Og så badet vi i sjøen.
3219620	3225600	Og så gikk vi på den, eller en slags resort var det vel.
3225700	3225720	Mm.
3225960	3229960	Hvor vi badet et svært bassen, og hvor det var ti meters stupebrett.
3231320	3233200	Og der husker jeg han stupte ifra.
3233500	3233560	Mm.
3235360	3243900	Og det er også noe som har vært der i, det var, det var det, det snakket Tony om, og min.
3244480	3247880	at de var mye der, som ungdom.
3248060	3248060	
3249460	3252240	Så, og det er jo stort sett det jeg husker.
3252580	3252700	Mm.
3253100	3255900	Fra den, det var bading og sol, og vi ble solbrente.
3256880	3257040	Mm.
3257480	3259900	Og måtte smøres inn, og, ja.
3261040	3261120	Mm.
3262540	3263400	Det var stas.
3265000	3266760	Hadde du noe med noen gutter å gjøre?
3266980	3267600	I det hele tatt?
3267800	3268120	På den tiden?
3268520	3268860	Nei.
3269260	3275740	Jeg husker en som heter John Stonehouse, som var sønn til noen bekjente.
3275740	3276120	Mm.
3276920	3279120	Han lekte vi med når vi var på besøk.
3279380	3281020	Han, han synes jo vi var overreit.
3281260	3281260	
3282480	3284700	Var det en som et glemt, tror jeg.
3285620	3287460	Men du hadde ikke noen boyfriend eller noe?
3287480	3289840	Nei, ikke når du var 28 år.
3290060	3290280	Ja, ja.
3290580	3291520	Det kunne være en forelske.
3292120	3293960	Nei, det kan ikke jeg huske, altså.
3294480	3294480	
3296720	3298060	Så danset jeg bare lett.
3298400	3299180	Gjorde du det, ja.
3299900	3300860	Men det er ikke noe sport, eller?
3302020	3303720	Nei, ikke annet enn det på skolen.
3303920	3304020	Ja.
3304440	3305280	Likte du det, eller?
3305940	3306740	Så prasslig.
3306960	3307080	Ja.
3308240	3308240	
3308780	3309620	Likte å vinne.
3310120	3310680	Du gjorde det, ja.
3310740	3310920	Ja.
3311460	3313100	Nå er jeg gjerne en av de eldste.
3313400	3313520	Ja.
3316460	3317420	Danset og ballett, ja.
3317560	3318660	Men jeg danset og ballett.
3318880	3318980	Mm.
3319180	3321220	Og det, det, det likte jeg.
3321400	3321540	Ja.
3321540	3321540	
3322460	3325280	Og det var langt inne i bakgaten i Tika.
3325960	3326080	Ja.
3326580	3328940	Vi måtte gå liksom, gjennom.
3329100	3331840	Jeg husker det var veldig mørkt og nesten sånn basaraktig.
3331980	3334540	Til vi kom fram, og så må vi vært fram skolen her inne.
3335140	3335380	Ja.
3336080	3341540	Men var Tika, det var sånn, det var en, var det en bygd opp av europæere?
3342200	3344560	Ja, det kan jeg tenke meg.
3344720	3347680	Det var sikkert noe afrikansk, men det var det sånn segregerert, sikkert?
3347680	3353400	Ja, den er jo mest kjent fordi at det går en, en, en, en, Tika Falls.
3353840	3353960	Mm.
3354740	3358200	Og det husker jeg var en bro vi måtte krysse, så så du ned på den.
3358460	3358560	Mm.
3358700	3360580	Der er det filmer blant annet.
3360580	3364740	en del av de gamle filmene, Tarsham-filmer og sånt, og du har vært der.
3365040	3365200	Mm.
3365200	3365960	Og de laget der.
3367760	3368000	Mm.
3369400	3369400	
3369620	3378120	Så, og når vi kjørte bilen inn til Rubieslå, så måtte vi kjøre over, hva er det, Humper?
3378420	3378500	Mm.
3379920	3382700	Et langt parti, gjennom Sisal.
3383400	3383580	Ja.
3383580	3384440	Nå kom jeg på det.
3385680	3386040	Sisalåkere.
3386360	3386400	Mm.
3386560	3387480	Du vet hva Sisal er?
3388300	3390480	Nei, det er jo en kaktus som de lager hamper.
3392520	3392880	Hamp?
3393360	3394460	Altså, ja.
3394680	3394880	Tror jeg.
3395080	3395260	Ja.
3395980	3396060	Ok.
3396260	3397580	Den gedigen svær kaktus.
3398320	3398440	Ja.
3399620	3401820	Forstørrelsen med denne planten der borte, minst.
3402280	3402640	Minst.
3402780	3403240	Ja, jeg skjøn.
3403700	3404140	Stikkene.
3404540	3404640	Ja.
3405140	3405260	Ok.
3406020	3409700	Men veien gikk gjennom der, og så var det svære, var det sånne.
3409960	3410020	Mm.
3411020	3411960	Fartsdemper er nesten.
3412140	3412240	Mm.
3412360	3420960	Men det var altså, ehm, Ant Holes, ehm, de her mauslukene, som var lagd.
3421840	3422220	Nei.
3422520	3422580	Ja.
3423520	3423800	De.
3424180	3424360	Mm.
3425840	3428080	For det synes vi var så gøy når hun kjørte over de da.
3428460	3428500	Mm.
3429000	3434760	Men hun, vet du, hun, hun kjørte jo, Jakob var jo så forbanna på hun, når hun kjørte bil.
3435000	3435700	Hun kjørte fort?
3435960	3436100	Ja.
3436560	3438180	Og så noen ganger kjørte de jo sammen.
3438380	3438500	Ja.
3438660	3441840	Og hun var jo fremme lenge før, og han var så forbanna på alt.
3443140	3443540	Ja.
3443540	3444880	Holdt ikke fartsdredelsen.
3445180	3445180	
3445180	3451320	Og hun ble stoppet av politi i en rundkjøring, og det kan jeg huske, i Nairobi.
3451620	3451800	Ja.
3453120	3453520	Ja.
3453700	3458100	Og fikk liksom et primande, og det synes hun ikke var nødvendig.
3459500	3463280	så han, nei, hun var resen, sånn kanskje.
3463280	3463720	Hun var jo, ja.
3464120	3464920	Litt av en dame.
3465080	3465260	Ja.
3466320	3466460	Mm.
3468720	3483600	Følgelig sånn, hvert og gøy, og hvis hun bare ville vekke alt til livet, og fortalt om det der, hvordan, hvem hun var i den der krigs, altså i den der,
3483600	3486600	i den øste park, og liksom, ja.
3486640	3486640	
3486740	3488380	Men det går jo sikkert an, en måte.
3488380	3498520	Men du vet ikke sant, hun døde i, eh, skal vi se, 96 år, og 80 år.
3498820	3499080	Ja.
3499580	3500700	Jeg tror det var 96.
3502480	3503440	Og de...
3503440	3504460	Nei, det må ha vært etter det.
3506000	3506960	Og de...
3506960	3529040	Nei, det må ha vært etter det.
3529040	3531500	Når det var at de fikk lov å fortelle.
3531800	3532040	Ja, ja, ja.
3532640	3540220	Fortelle de, da opptelte de de tausetspliktene på dem, og da begynte de å fortelle.
3540560	3540700	Ja, ja.
3542400	3542800	Så...
3542800	3544940	Og alle arkivene, alt...
3544940	3547820	Ja, altså, hvis hun hadde levd da, så kunne jo hun ha fortalt.
3547980	3549040	Det hadde hun sikkert gjort.
3549260	3550800	Ja, hun hadde fått vite mye mer, da.
3550900	3551960	Ja, sikkert.
3553540	3558260	Men jeg husker, Sjøl, hun spurte meg en gang i Australia, da.
3559860	3563900	Og med, do you think your father knew what she was doing?
3564080	3564180	Mm.
3564480	3569480	He said, I don't think so, because he could never have been able to keep quiet about it.
3569660	3570140	Selvfølgelig.
3570400	3573340	Det hadde han ikke, for han hadde vært så kvivert.
3573860	3573860	
3574760	3575020	Ja.
3577580	3579320	Så det tok hun med seg i.
3579500	3582560	Men du har nok rett i at hun visste ikke helt hvilken rolle hun hadde.
3583160	3584020	Det har du nok rett i.
3584020	3585740	Nei, det er veldig...
3585740	3586240	Det er veldig...
3586240	3590940	Det er masse informasjon, masse lange publikaliserer om de damene.
3591180	3591380	Mm.
3591820	3595140	Hvor de forteller, og det er masse informasjon på dette om det.
3595420	3595460	Mm.
3595680	3596920	Og det er veldig...
3596920	3598400	Det gjelder jo hun også, ikke sant?
3599300	3599320	Ja.
3599320	3606260	Så nå har jeg ikke så mye mer her, annet enn at jeg husker at vi måtte alltid sove med moskitjonett.
3606520	3606820	Ja.
3607100	3608340	Nå må la ha...
3608340	3610840	Ja, det var mygg stort sett, og edderkopper.
3611100	3611240	Mm.
3611240	3614520	Og de var jo mye farligere enn slangen.
3614740	3615560	Ja, det er klart det.
3615580	3620360	Og så drev de jo og spreia hele rommet med DDT før vi skulle sove.
3620680	3620760	Mm.
3620980	3628460	Så, altså, sånn ut fra det som blir sagt i dag om DDT, så skulle jo hverken benkele jeg vært i livet.
3628760	3628880	Mm.
3629240	3633340	Og det snakket Jakob om lenge, for det kom jo fram etter hvert.
3633540	3633620	Mm.
3634020	3636560	At egentlig, du kunne noen av oss ha levd da.
3637020	3637840	For det var kreft.
3638080	3639240	Ja, det var jo...
3639240	3639700	Det er galmen.
3639920	3640060	Ja.
3640780	3644580	Og det kan godt være jeg har laget DDT i kroppen.
3644840	3644940	Ja.
3644940	3644980	Ja.
3645800	3646160	Mm.
3646540	3647680	Men nå tror jeg jeg tar en pause.
3648160	3648300	Ja.
3651740	3653940	Det er bare en historie jeg...
3656500	3659420	At det dukket plutselig oppnående, så mistet jeg det litt.
3659560	3660500	Ja, bare ser om jeg kommer på det.
3671000	3671400	Ja.
3671400	3671400	
3671500	3671500	
3671580	3671580	
3671580	3671580	
3671580	3671580	
3671900	3672300	Ja.
3672500	3672500	
3672540	3672540	
3672620	3672620	
3673360	3673760	Ja.
3677120	3677520	Ja.
3677540	3677540	
3677700	3677700	
3677760	3677760	
3678040	3678040	
3678040	3678040	
3678960	3679360	Ja.
3680560	3680960	Ja.
3681780	3681780	
3682020	3682020	
3682320	3682720	Ja.
3682720	3682760	Ja.
3683140	3683140	
3683240	3683240	
3683380	3683780	Ja.
3683840	3683840	
3684160	3684560	Ja.
3684660	3684820	Ja.
3684980	3684980	
3685000	3685000	
3685000	3685000	
